tags,f1_c1,f1_c2,f2_c1,f2_c2,f3_c1,f3_c2,f4_c1,f4_c2
saying,8.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0
selected,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
bomb,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
endear,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
reclined,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
meetings,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
probe,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
bonnie,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
padded,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
incense,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
attempts,2.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0
radio,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
stepping,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
participate,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
lessons,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
someplace,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
finally,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
alluded,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
became,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
headline,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
explain,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
enjoined,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
sugar,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lodge,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
checked,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
do,6.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0
stop,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
cardinals,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
strolled,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
momentum,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
report,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
dr,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
avenues,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
rissole,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
bar,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
covering,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
fields,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
shaughnessy,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
softly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
architecture,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
isolation,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
ban,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
explanations,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
secretary,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
distanced,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
reference,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
clarified,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
followers,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
eleven,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
richer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
observed,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
checks,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
decided,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0
result,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
interruptions,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
frontline,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
subject,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0
said,20.0,4.0,4.0,1.0,2.0,3.0,17.0,3.0
draws,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
cruellest,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
temptation,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
lots,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
away,3.0,1.0,3.0,2.0,45.0,89.0,3.0,1.0
sail,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
targets,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
mud,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
finger,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
cooperation,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
drawn,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
cubby,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
pirate,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
discovery,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
disavowed,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
we,15.0,7.0,1.0,1.0,9.0,4.0,12.0,17.0
admirers,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
terms,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
deflecting,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
extend,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
restricting,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
weak,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
however,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0
drew,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
clues,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
news,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0
debt,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
improve,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
suggested,2.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0
received,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
protect,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ile,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
country,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
uncertainty,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
adventures,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
demanded,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
erupted,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
games,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
planned,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
surprises,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
distinction,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
homesickness,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
argue,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
asked,3.0,4.0,3.0,2.0,1.0,1.0,5.0,6.0
negotiation,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
widen,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
freakish,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
appeared,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0
vain,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hers,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
comprehension,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wider,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
trust,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hitler,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0
speak,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
gratitude,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
bathroom,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
proceeded,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
basis,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
holdings,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
three,2.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0
been,13.0,3.0,24.0,6.0,1.0,1.0,3.0,1.0
particulars,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
commission,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
much,1.0,3.0,35.0,50.0,1.0,1.0,1.0,1.0
resupply,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
interest,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0
transformed,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
fry,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
scarecrow,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
threw,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
website,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
life,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
families,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
deeper,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
drugs,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
idiosyncrasies,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
luther,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
doubts,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
deepen,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
westward,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
diverted,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
save,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
contemplated,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
act,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
near,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0
suppose,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0
downrange,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
stopping,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
aid,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0
voice,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0
elaborate,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
launched,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
unlikely,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
remembering,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
seven,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
losses,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
played,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
is,15.0,4.0,8.0,6.0,4.0,2.0,13.0,3.0
speech,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
it,49.0,11.0,24.0,8.0,9.0,3.0,25.0,7.0
expenses,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
skipping,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
elicit,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
brake,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
il,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
jest,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
in,21.0,5.0,17.0,5.0,29.0,18.0,71.0,27.0
exile,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
disappear,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
if,5.0,1.0,3.0,1.0,11.0,1.0,8.0,1.0
confirmed,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0
bottles,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0
descent,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
perform,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
things,5.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0
make,2.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0
wound,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
speculating,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
backed,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0
convalescent,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
inventory,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
advances,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
colonies,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
several,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
grows,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
bells,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
perimeter,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
kaiku,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
bearded,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
jerked,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
smoke,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
surveying,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
rain,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hand,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
cessation,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
afraid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
scale,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
characters,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
bunker,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
propagated,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
overt,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
opportunity,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
stiffened,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
thoughts,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0
kid,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
shortly,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
thy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
taint,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
options,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contact,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
mother,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
claims,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
the,72.0,30.0,44.0,55.0,41.0,2.0,302.0,218.0
yours,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
veils,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
left,7.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0
arousing,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
just,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0
sentence,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
enjoy,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
aside,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
verses,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
disguise,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
reformation,1.0,1.0,2.0,1.0,26.0,1.0,2.0,1.0
thanks,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
human,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
facts,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
yet,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
previous,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
adding,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spectacles,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
legion,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cherry,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
ease,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
had,53.0,7.0,14.0,1.0,3.0,2.0,10.0,4.0
thickening,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spread,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0
collections,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
advanced,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0
pair,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
canoe,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
has,9.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
hat,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0
gave,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
varltung,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
prosecutions,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
sidestepped,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
posen,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
intercom,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
breaks,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
progressed,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0
possible,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
possibly,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0
descending,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
apart,1.0,1.0,1.0,1.0,4.0,12.0,1.0,1.0
highly,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
retreat,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
disadvantage,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
scarpa,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
cooler,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
shade,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
performing,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
alice,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
slouched,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
renamed,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
steps,2.0,2.0,7.0,7.0,3.0,1.0,1.0,1.0
night,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
hung,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
security,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
leaned,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0
right,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
old,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
creek,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
deal,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
people,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
brutishness,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
dead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
meters,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0
flatten,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
altered,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
bore,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
confusing,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
cooper,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
tracked,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
for,55.0,1.0,93.0,1.0,9.0,2.0,35.0,2.0
armed,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0
companions,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ice,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
polluted,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
everything,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
asking,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
exposition,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
pondered,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
beating,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
participation,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
peek,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
precluded,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
shaken,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
proceed,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
boycotts,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
attacks,1.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0
dollars,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
months,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
recollect,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
wentworth,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
flourishes,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
commit,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
efforts,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
slightly,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0
meddle,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
match,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
thinner,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
presence,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
son,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
down,8.0,2.0,13.0,10.0,35.0,93.0,2.0,3.0
undermining,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
irritate,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spores,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
bariloche,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
refined,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
reducing,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
provoked,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rounds,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
journeying,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
strangely,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
east,1.0,2.0,1.0,1.0,5.0,7.0,1.0,1.0
deception,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
waits,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
support,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
constantly,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
legislation,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sovereign,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
fight,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
authorized,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
way,4.0,3.0,3.0,7.0,1.0,1.0,1.0,1.0
h,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
resulted,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
acquainting,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
factions,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
was,30.0,17.0,32.0,8.0,11.0,1.0,52.0,7.0
war,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
petitioning,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
head,6.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
economics,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
offering,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
offer,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
attempted,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
becoming,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
removes,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
cazadors,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
heinous,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
heat,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
hear,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
manoeuvres,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
removed,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
true,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
humiliate,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
responding,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
hartmann,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
spun,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
inside,2.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0
maximum,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
crystal,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
dilmore,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
complications,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
baton,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
mustering,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
cutbacks,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
promises,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
strengthening,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
proved,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
scandalous,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
tesla,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
request,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
krivaq,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
evidence,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0
howling,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
prayer,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
erode,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
ship,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
hamm,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
check,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0
negotiations,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
constructed,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
weakened,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
no,3.0,2.0,222.0,42.0,2.0,1.0,5.0,1.0
na,279.0,112.0,150.0,81.0,351.0,84.0,705.0,183.0
whereas,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
when,4.0,1.0,3.0,1.0,14.0,1.0,10.0,1.0
reality,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
tim,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
holding,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
test,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unwilling,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
